Headline,Body ID,Stance
canadian official identifies dead ottawa gunman michael zehaf bibeau,1331,discuss
num pound catfish fisherman make huge catch italy catfish could set record,842,agree
look like son pay parent mortgage christmas present,1933,unrelated
boko haram denies truce say kidnap girl marry,737,unrelated
play steve job christian bale quit,286,unrelated
apple reportedly prepare num inch macbook air thinner lighter exist model,2307,unrelated
report isi fighter contract ebola incorrect say iraqi health ministry,737,unrelated
robert plant literally rip num million contract reunite lead zeppelin,2388,unrelated
lynch mob castrate allege rapist rajasthan,36,unrelated
taliban member swap obama bowe bergdahl try return terror report,1251,unrelated
obama murder james foley shock conscience entire world,539,unrelated
nicaragua meteorite impact theory may meteor wrong,7,unrelated
kim yo jong take kim jong un sister assume north korea state duty brother undergo medical treatment,1210,unrelated
seth rogen may play steve wozniak alongside christian bale steve job,1471,unrelated
aborted baby boy,964,unrelated
rep duncan hunter least num isi fighter catch mexican border,972,unrelated
picture libyan islamist rebel pose plane seize tripoli airport u official warn could use carry terrorist attack num num anniversary,126,unrelated
norfolk man pay num constipate goldfish lifesaving surgery,1481,unrelated
mcdonald stop serve overweight customer january nope num num num story fake,714,unrelated
report jose canseco accidentally shoot home tonight,1580,unrelated
nigeria boko haram blame raid despite truce claim,2520,unrelated
boyfriend cut penis throw bin girlfriend dump bad bed,413,unrelated
isi supporter mourn death youngest fighter,1744,unrelated
apple take reservation try apple watch consider platinum model,17,unrelated
apple watch pricing reportedly start num stainless steel num num gold,2409,unrelated
watch naked airport worker walk scanner bizarre protest rough guard,1255,unrelated
obama administration deny congressman claim least ten isi fighter catch come across mexican border texas,425,discuss
whiz kid stock picker actually make numm trading,1781,discuss
body mexico mass grave apparently miss student,2334,discuss
bali spider burrow aussie chest,2459,unrelated
james foley american journalist james wright foley behead new isi video break news,782,agree
heart tug viral video generous homeless man hoax,941,unrelated
small meteorite strike nicaragua government say,1817,unrelated
tom brokaw want brian williams nbc legend furious iraq war lie claim executive warn anchor stop exaggerate story past,1507,discuss
isi threat texas mexico border,1355,unrelated
eyewitness say viral video homeless man stag,1195,unrelated
christian bale talk play steve job exclusive,1875,unrelated
epic way quit job,527,unrelated
congressman least num isi fighter catch try cross u,570,unrelated
report amazon launch ad support streaming service,1048,discuss
american hostage yemen free military raid defence ministry,2015,unrelated
report isi fighter contract ebola incorrect say iraqi health ministry,1289,unrelated
militant group say kill american journalist syria,2304,unrelated
luke somers american hostage kill rescue attempt yemen u official say,242,unrelated
fake bbc news website set carry charlie hebdo attack conspiracy theory,1261,unrelated
meteorite cause mysterious boom nicaragua,1900,unrelated
cnn broadcast purport audio contain gunshot fell michael brown jr leader celebrity fill pew teen funeral,1289,unrelated
obama denounces jam foley execution today entire world appal,2526,unrelated
seth rogen play woz job biopic,1197,unrelated
say report suspect ebola case iraq untrue,1439,unrelated
former pga tour player tiger wood suspend drug test failure,959,unrelated
vogue rat chew couture,964,unrelated
meet police denies report banksy arrest,258,unrelated
nasa question whether crater nicaragua cause meteorite,2475,agree
ottawa investigates report isi capture canadian israeli woman,346,discuss
lady fb num intersex fuck michael phelps first date,304,unrelated
saudi arabian cleric issue fatwa snowman,1498,discuss
isi leader abu bakr al baghdadi wife son detain lebanon,845,unrelated
conflict report allege capture canadian woman,1476,unrelated
unconfirmed report claim canadian israeli gill rosenberg capture isi,2415,unrelated
pumpkin spice condom happen,367,unrelated
macklemore get twitter troll macklemorejoinedisis,1217,unrelated
north korea denies report kim jong un open state back restaurant scotland,1873,agree
shot hear allege brown shoot record audio,2287,discuss
comcast get man fire job complain service,2438,discuss
photo gallery amaze num operation north walsham vet constipate goldfish,1541,agree
jihadi john isi fighter name mohammed emwazi west london,2349,agree
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,1125,unrelated
whiz kid stock picker actually make numm trading,409,unrelated
everyone chill banksy arrest,1544,unrelated
report apple watch start num stainless steel thousand gold model,2485,discuss
james foley american journalist james wright foley behead new isi video break news,1239,unrelated
shock indian man penis cut caught attempt rape photo,689,unrelated
see isi militant catch try cross border texas congressman claim,385,unrelated
whoa paul rudd one airport hero take homophobe,853,unrelated
wtc rat scare anna wintour,639,unrelated
foxnewspress account tweet lawsuit threat fake,1195,unrelated
image everyone share banksy banksy awesome,1177,unrelated
white house fence jumper overpower secret service officer run much main floor,1778,unrelated
advisory islamist rebel leader kill u strike somali government,1423,agree
michael zehaf bibeau ottawa shooter suspect identify canadian official,1347,unrelated
david haines behead isi execution video contain threat uk report,2241,discuss
allege audio michael brown shoot release,1426,discuss
isi beheads american photo journalist james wright foley threatens come,1358,unrelated
new audio allegedly capture moment michael brown shot,2313,unrelated
say report suspect ebola case iraq untrue,1807,discuss
take look photo say show body islamic state leader abu bakr al baghdadi right find really ethnic albanian militant kill num,511,unrelated
islamic state claim execute american photojournalist james foley,1905,unrelated
fighter seize weapon cache meant kurd,104,unrelated
boko haram denies ceasefire claim nigeria government,1439,unrelated
u hostage luke somers kill yemen rescue bid family,2404,unrelated
christian bale play steve job new movie,1646,unrelated
tourist wake find strange red trail stomach discovers spider burrow appendix scar crawl skin holiday bali,1549,unrelated
durex confirm deny rumor pumpkin spice condom,242,unrelated
confusion swirl detail murky arrest isi leader wife,404,unrelated
guantanamo detainee free bowe bergdahl swap back terrorism,236,unrelated
report big bank hank pioneer rap group sugarhill gang die,2420,unrelated
u drone hunt isi leader see fly syrian airspace,35,unrelated
pentagon denies kill isi chief airstrikes hit top extremist,1473,disagree
texas plumber baffle truck end hand syrian rebel,917,unrelated
truly horrify story spider,1709,unrelated
kim jong un absence sister may rule,1210,unrelated
video show dramatic moment bullet strike u marine head survive thanks kevlar helmet,1137,unrelated
islamic state release video apparently show behead miss u journalist james foley,1948,discuss
update boston com make story web sheriff ben edelman send racist email,1029,unrelated
star war vii new summer release date,119,unrelated
seth rogen play woz job biopic,388,unrelated
tropical spider burrow man skin appendix scar live three day,1709,unrelated
son pay parent mortgage heartwarming christmas video,950,unrelated
samsung reportedly make secret new chip apple watch,1939,unrelated
schoolboy get electric shock lamppost claim magnetic power,1197,unrelated
num aircraft miss terrorist hold tripoli airport ahead num num anniversary,1022,unrelated
give homeless man num guy secretly film,1245,agree
video appear show behead journalist james foley go miss syria,2115,unrelated
christian bale play steve job,1854,unrelated
isi chlorine attack security force confirm iraq official,1136,discuss
isi reportedly behead u journalist james wright foley camera,2388,discuss
paul rudd tackle airport homophobe,1094,discuss
scientist doubt meteor cause crater nicaragua,1071,unrelated
u hostage luke somers kill yemen rescue bid family,634,unrelated
